# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	7415	ZCCHC14	53	2.581102e-6	4.846535e-2	9.144406e-4	7.029590e+0	1.422558e+0	10	6.981880e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1044,chr16-1591,chr16-185,chr16-199,chr16-310,chr16-545,chr16-558,chr16-702,chr16-744,chr16-841	ZCCHC14
Ensembl Genes	9907	CKM	54	2.614100e-6	4.908496e-2	9.089807e-4	1.208770e+1	5.791009e-1	7	2.842213e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-174,chr19-180,chr19-199,chr19-332,chr19-483,chr19-577,chr19-994	CKM
Ensembl Genes	4978	P2RX7	55	2.709867e-6	5.088317e-2	9.251486e-4	8.068695e+0	1.115422e+0	9	5.474464e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1265,chr12-1374,chr12-159,chr12-350,chr12-411,chr12-461,chr12-642,chr12-77,chr12-93	P2RX7
Ensembl Genes	8009	NR1D1	56	2.725182e-6	5.117074e-2	9.137633e-4	1.607840e+1	3.731714e-1	6	1.831516e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-120,chr17-174,chr17-217,chr17-223,chr17-40,chr17-92	NR1D1
Ensembl Genes	8631	CD7	57	2.861120e-6	5.372325e-2	9.425132e-4	1.594122e+1	3.763826e-1	6	1.847277e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-145,chr17-2,chr17-4,chr17-612,chr17-820,chr17-987	CD7
Ensembl Genes	4987	RHOF	58	3.042071e-6	5.712097e-2	9.848443e-4	1.180866e+1	5.927851e-1	7	2.909375e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1170,chr12-238,chr12-268,chr12-382,chr12-438,chr12-747,chr12-949	RHOF
Ensembl Genes	3593	CCND1	59	3.205049e-6	6.018121e-2	1.020020e-3	3.925155e+0	4.331039e+0	17	2.125664e-4	8.343558e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-101,chr11-1213,chr11-1214,chr11-126,chr11-1348,chr11-165,chr11-217,chr11-222,chr11-230,chr11-247,chr11-345,chr11-406,chr11-578,chr11-636,chr11-637,chr11-94,chr11-959	CCND1
Ensembl Genes	7418	SLC7A5	60	3.257522e-6	6.116649e-2	1.019442e-3	7.885078e+0	1.141396e+0	9	5.601946e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1090,chr16-112,chr16-1593,chr16-187,chr16-249,chr16-311,chr16-387,chr16-500,chr16-651	SLC7A5
Ensembl Genes	15558	SERPINB9	61	3.276172e-6	6.151668e-2	1.008470e-3	9.374386e+0	8.533892e-1	8	4.188413e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-138,chr6-165,chr6-1742,chr6-263,chr6-367,chr6-419,chr6-600,chr6-952	SERPINB9
Ensembl Genes	6913	EEF2K	62	3.852364e-6	7.233584e-2	1.166707e-3	9.166970e+0	8.726984e-1	8	4.283182e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1015,chr16-153,chr16-21,chr16-219,chr16-250,chr16-292,chr16-69,chr16-919	EEF2K
Ensembl Genes	12045	UBE2V1	63	3.958362e-6	7.432616e-2	1.179780e-3	7.694683e+0	1.169639e+0	9	5.740559e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-108,chr20-1365,chr20-169,chr20-197,chr20-447,chr20-573,chr20-75,chr20-800,chr20-915	UBE2V1
Ensembl Genes	8807	CTIF	64	4.186188e-6	7.860405e-2	1.228188e-3	3.515941e+0	5.403959e+0	19	2.652250e-4	9.325153e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr18-110,chr18-117,chr18-147,chr18-164,chr18-202,chr18-203,chr18-22,chr18-223,chr18-248,chr18-249,chr18-25,chr18-311,chr18-312,chr18-313,chr18-37,chr18-46,chr18-461,chr18-56,chr18-79	CTIF
Ensembl Genes	7416	JPH3	65	4.196328e-6	7.879445e-2	1.212222e-3	5.919973e+0	1.858117e+0	11	9.119591e-5	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1044,chr16-1591,chr16-185,chr16-498,chr16-559,chr16-702,chr16-744,chr16-745,chr16-841,chr16-842,chr16-946	JPH3
Ensembl Genes	7436	CBFA2T3	66	4.243905e-6	7.968780e-2	1.207391e-3	6.638446e+0	1.506377e+0	10	7.393260e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1226,chr16-1381,chr16-1733,chr16-1910,chr16-2328,chr16-2329,chr16-312,chr16-636,chr16-881,chr16-912	CBFA2T3
Ensembl Genes	4769	NUDT4	67	4.484768e-6	8.421049e-2	1.256873e-3	4.266273e+0	3.515949e+0	15	1.725619e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-116,chr12-1224,chr12-139,chr12-1486,chr12-1487,chr12-1629,chr12-210,chr12-227,chr12-276,chr12-356,chr12-420,chr12-486,chr12-487,chr12-499,chr12-996	NUDT4
Ensembl Genes	16565	TCP10	68	4.847721e-6	9.102566e-2	1.338613e-3	4.520278e+0	3.097155e+0	14	1.520076e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-1438,chr6-1581,chr6-186,chr6-242,chr6-2531,chr6-259,chr6-312,chr6-318,chr6-322,chr6-366,chr6-469,chr6-532,chr6-68,chr6-77	TCP10
Ensembl Genes	9330	NFIX	69	5.262991e-6	9.882318e-2	1.432220e-3	8.779042e+0	9.112612e-1	8	4.472447e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-118,chr19-1723,chr19-312,chr19-572,chr19-73,chr19-744,chr19-892,chr19-893	NFIX
Ensembl Genes	11761	MGME1	70	5.394707e-6	1.012964e-1	1.447092e-3	5.762166e+0	1.909004e+0	11	9.369346e-5	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1224,chr20-139,chr20-1924,chr20-2360,chr20-334,chr20-366,chr20-369,chr20-37,chr20-451,chr20-452,chr20-93	MGME1
Ensembl Genes	17577	MTUS1	71	5.596762e-6	1.050904e-1	1.480146e-3	5.212392e+0	2.302206e+0	12	1.129917e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr8-173,chr8-179,chr8-185,chr8-289,chr8-299,chr8-32,chr8-419,chr8-420,chr8-439,chr8-6,chr8-708,chr8-709	MTUS1
Ensembl Genes	330	SYF2	72	5.629556e-6	1.057062e-1	1.468141e-3	5.735742e+0	1.917799e+0	11	9.412509e-5	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1115,chr1-1278,chr1-1488,chr1-1579,chr1-1580,chr1-2248,chr1-234,chr1-2478,chr1-3052,chr1-622,chr1-658	SYF2
Ensembl Genes	218	EPHA2	73	5.740913e-6	1.077971e-1	1.476673e-3	8.673614e+0	9.223376e-1	8	4.526810e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1216,chr1-1276,chr1-128,chr1-189,chr1-374,chr1-620,chr1-882,chr1-973	EPHA2
Ensembl Genes	15196	PSD2	74	5.952686e-6	1.117736e-1	1.510454e-3	4.769290e+0	2.725773e+0	13	1.337803e-4	6.380368e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-1292,chr5-166,chr5-168,chr5-221,chr5-302,chr5-415,chr5-455,chr5-53,chr5-571,chr5-62,chr5-633,chr5-848,chr5-94	PSD2
Ensembl Genes	4930	TBX3	75	6.029450e-6	1.132150e-1	1.509533e-3	2.837866e+0	8.809436e+0	25	4.323650e-4	1.226994e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1008,chr12-1082,chr12-1083,chr12-1163,chr12-1251,chr12-151,chr12-1510,chr12-1670,chr12-178,chr12-246,chr12-284,chr12-288,chr12-337,chr12-465,chr12-475,chr12-503,chr12-559,chr12-580,chr12-667,chr12-668,chr12-707,chr12-745,chr12-789,chr12-878,chr12-940	TBX3
Ensembl Genes	12634	MYH9	76	6.199377e-6	1.164057e-1	1.531654e-3	6.352875e+0	1.574091e+0	10	7.725598e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-10,chr22-136,chr22-154,chr22-164,chr22-255,chr22-274,chr22-369,chr22-477,chr22-57,chr22-724	MYH9
Ensembl Genes	11203	DLX2	77	6.418723e-6	1.205244e-1	1.565251e-3	5.140686e+0	2.334319e+0	12	1.145678e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-209,chr2-228,chr2-2417,chr2-2418,chr2-2419,chr2-2922,chr2-2923,chr2-3226,chr2-410,chr2-4160,chr2-44,chr2-586	DLX2
Ensembl Genes	8532	CYGB	78	7.016278e-6	1.317447e-1	1.689034e-3	1.975182e+1	2.531412e-1	5	1.242411e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-181,chr17-197,chr17-276,chr17-323,chr17-409	CYGB
Ensembl Genes	17072	ZKSCAN1	79	7.027006e-6	1.319461e-1	1.670204e-3	1.359850e+1	4.412250e-1	6	2.165522e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr7-140,chr7-168,chr7-241,chr7-250,chr7-300,chr7-432	ZKSCAN1
Ensembl Genes	2634	TECTB	80	7.377544e-6	1.385281e-1	1.731602e-3	7.112839e+0	1.265318e+0	9	6.210148e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-106,chr10-252,chr10-262,chr10-300,chr10-321,chr10-447,chr10-48,chr10-729,chr10-906	TECTB
Ensembl Genes	18801	RALGDS	81	8.350742e-6	1.568019e-1	1.935826e-3	1.009586e+1	6.933536e-1	7	3.402962e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-1227,chr9-297,chr9-298,chr9-350,chr9-377,chr9-452,chr9-472	RALGDS
Ensembl Genes	18132	CYHR1	82	1.001464e-5	1.880449e-1	2.293230e-3	3.131463e+1	1.277358e-1	4	6.269242e-6	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr8-11,chr8-254,chr8-38,chr8-384	CYHR1
Ensembl Genes	11568	SH3BP4	83	1.051567e-5	1.974527e-1	2.378949e-3	3.066096e+0	6.849100e+0	21	3.361522e-4	1.030675e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1094,chr2-1191,chr2-1322,chr2-1387,chr2-1388,chr2-1835,chr2-2120,chr2-2122,chr2-216,chr2-2990,chr2-31,chr2-33,chr2-423,chr2-4288,chr2-451,chr2-481,chr2-577,chr2-691,chr2-692,chr2-873,chr2-899	SH3BP4
Ensembl Genes	12564	NIPSNAP1	84	1.058380e-5	1.987320e-1	2.365857e-3	1.812450e+1	2.758697e-1	5	1.353962e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-105,chr22-142,chr22-166,chr22-178,chr22-192	NIPSNAP1
Ensembl Genes	18826	COL5A1	85	1.115077e-5	2.093780e-1	2.463271e-3	3.944874e+0	3.802403e+0	15	1.866210e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-1047,chr9-1048,chr9-107,chr9-1132,chr9-1229,chr9-1511,chr9-190,chr9-378,chr9-399,chr9-474,chr9-57,chr9-625,chr9-740,chr9-837,chr9-896	COL5A1
Ensembl Genes	3590	TPCN2	86	1.123866e-5	2.110283e-1	2.453818e-3	3.734778e+0	4.284057e+0	16	2.102604e-4	7.852761e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-101,chr11-1119,chr11-1213,chr11-1214,chr11-1348,chr11-165,chr11-217,chr11-222,chr11-247,chr11-345,chr11-406,chr11-578,chr11-636,chr11-637,chr11-893,chr11-959	TPCN2
Ensembl Genes	12085	ZBP1	87	1.165063e-5	2.187639e-1	2.514527e-3	7.856012e+0	1.018328e+0	8	4.997931e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-147,chr20-166,chr20-1699,chr20-204,chr20-35,chr20-77,chr20-772,chr20-840	ZBP1
Ensembl Genes	13989	PPP2R2C	88	1.167311e-5	2.191860e-1	2.490750e-3	5.298536e+0	2.076045e+0	11	1.018918e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr4-1071,chr4-1072,chr4-128,chr4-153,chr4-21,chr4-254,chr4-299,chr4-347,chr4-348,chr4-457,chr4-458	PPP2R2C
Ensembl Genes	9574	SLC7A10	89	1.212319e-5	2.276371e-1	2.557721e-3	9.523054e+0	7.350583e-1	7	3.607648e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1108,chr19-1172,chr19-1493,chr19-1620,chr19-323,chr19-366,chr19-397	SLC7A10
Ensembl Genes	1794	NEK2	90	1.234166e-5	2.317393e-1	2.574882e-3	5.860277e+0	1.706404e+0	10	8.374989e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1098,chr1-1135,chr1-1260,chr1-1320,chr1-1765,chr1-3295,chr1-418,chr1-512,chr1-541,chr1-900	NEK2
Ensembl Genes	18055	DENND3	91	1.279094e-5	2.401755e-1	2.639291e-3	5.835586e+0	1.713624e+0	10	8.410425e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr8-1168,chr8-144,chr8-259,chr8-297,chr8-413,chr8-48,chr8-49,chr8-571,chr8-690,chr8-953	DENND3
Ensembl Genes	13990	MAN2B2	92	1.330311e-5	2.497925e-1	2.715136e-3	5.808573e+0	1.721593e+0	10	8.449537e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr4-1072,chr4-117,chr4-128,chr4-347,chr4-348,chr4-37,chr4-435,chr4-457,chr4-458,chr4-487	MAN2B2
Ensembl Genes	12793	FBLN1	93	1.330810e-5	2.498862e-1	2.686948e-3	5.808316e+0	1.721670e+0	10	8.449912e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-177,chr22-195,chr22-211,chr22-234,chr22-334,chr22-415,chr22-517,chr22-54,chr22-637,chr22-903	FBLN1
Ensembl Genes	12392	COL18A1	94	1.346396e-5	2.528128e-1	2.689498e-3	5.800324e+0	1.724042e+0	10	8.461554e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-160,chr21-22,chr21-28,chr21-365,chr21-403,chr21-43,chr21-7,chr21-8,chr21-92,chr21-99	COL18A1
Ensembl Genes	18722	PTGES2	95	1.378661e-5	2.588712e-1	2.724960e-3	1.205707e+1	4.976335e-1	6	2.442373e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-147,chr9-265,chr9-282,chr9-30,chr9-827,chr9-99	PTGES2
Ensembl Genes	9166	CERS4	96	1.525214e-5	2.863894e-1	2.983223e-3	7.563116e+0	1.057765e+0	8	5.191485e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1029,chr19-1228,chr19-183,chr19-223,chr19-44,chr19-479,chr19-497,chr19-677	CERS4
Ensembl Genes	219	ARHGEF19	97	1.774315e-5	3.331631e-1	3.434671e-3	1.152291e+1	5.207018e-1	6	2.555592e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1216,chr1-1276,chr1-128,chr1-374,chr1-620,chr1-821	ARHGEF19
Ensembl Genes	9336	CACNA1A	98	1.793665e-5	3.367965e-1	3.436699e-3	3.784123e+0	3.963930e+0	15	1.945487e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1102,chr19-140,chr19-1593,chr19-165,chr19-319,chr19-338,chr19-424,chr19-507,chr19-520,chr19-544,chr19-595,chr19-679,chr19-745,chr19-923,chr19-982	CACNA1A
Ensembl Genes	12635	TXN2	99	1.829358e-5	3.434986e-1	3.469682e-3	8.924974e+0	7.843160e-1	7	3.849404e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-10,chr22-136,chr22-154,chr22-255,chr22-274,chr22-477,chr22-724	TXN2
Ensembl Genes	18061	ADGRB1	100	1.850173e-5	3.474070e-1	3.474070e-3	6.322716e+0	1.423439e+0	9	6.986203e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr8-1058,chr8-1059,chr8-1316,chr8-330,chr8-367,chr8-414,chr8-607,chr8-651,chr8-861	ADGRB1
Ensembl Genes	2661	ENO4	101	1.875335e-5	3.521317e-1	3.486452e-3	5.576651e+0	1.793191e+0	10	8.800938e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-134,chr10-1450,chr10-1451,chr10-175,chr10-204,chr10-342,chr10-468,chr10-525,chr10-730,chr10-909	ENO4
Ensembl Genes	6658	TPSG1	102	1.918310e-5	3.602011e-1	3.531383e-3	1.136218e+1	5.280676e-1	6	2.591743e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1309,chr16-1388,chr16-179,chr16-2093,chr16-414,chr16-524	TPSG1
Ensembl Genes	12764	A4GALT	103	1.969165e-5	3.697501e-1	3.589807e-3	6.271955e+0	1.434959e+0	9	7.042745e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-140,chr22-183,chr22-229,chr22-275,chr22-313,chr22-395,chr22-514,chr22-585,chr22-681	A4GALT
Ensembl Genes	10606	ZFP36L2	104	2.022917e-5	3.798431e-1	3.652338e-3	3.254710e+0	5.530447e+0	18	2.714330e-4	8.834356e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-105,chr2-1154,chr2-131,chr2-1464,chr2-1752,chr2-1877,chr2-2004,chr2-219,chr2-315,chr2-337,chr2-391,chr2-527,chr2-601,chr2-776,chr2-777,chr2-907,chr2-943,chr2-95	ZFP36L2
Ensembl Genes	17128	FIS1	105	2.039629e-5	3.829811e-1	3.647439e-3	1.123732e+1	5.339353e-1	6	2.620541e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr7-115,chr7-1150,chr7-1267,chr7-164,chr7-51,chr7-524	FIS1
Ensembl Genes	12056	KCNG1	106	2.044625e-5	3.839192e-1	3.621880e-3	3.740645e+0	4.010004e+0	15	1.968100e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1110,chr20-1111,chr20-1272,chr20-1370,chr20-1372,chr20-228,chr20-318,chr20-325,chr20-363,chr20-378,chr20-384,chr20-475,chr20-610,chr20-659,chr20-803	KCNG1
Ensembl Genes	12349	CRYAA	107	2.201726e-5	4.134181e-1	3.863720e-3	5.470891e+0	1.827856e+0	10	8.971072e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-106,chr21-125,chr21-126,chr21-139,chr21-183,chr21-23,chr21-331,chr21-64,chr21-93,chr21-98	CRYAA
Ensembl Genes	9331	LYL1	108	2.234987e-5	4.196635e-1	3.885773e-3	8.646205e+0	8.096038e-1	7	3.973516e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1723,chr19-312,chr19-572,chr19-73,chr19-744,chr19-892,chr19-893	LYL1
Ensembl Genes	18865	TMEM141	109	2.312134e-5	4.341494e-1	3.983022e-3	2.524940e+1	1.584196e-1	4	7.775195e-6	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-146,chr9-28,chr9-329,chr9-426	TMEM141
Ensembl Genes	12787	NUP50	110	2.326241e-5	4.367983e-1	3.970893e-3	5.435007e+0	1.839924e+0	10	9.030303e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-127,chr22-134,chr22-242,chr22-377,chr22-443,chr22-444,chr22-586,chr22-80,chr22-82,chr22-93	NUP50
Ensembl Genes	5868	FOXN3	111	2.333781e-5	4.382141e-1	3.947874e-3	2.817529e+0	7.808260e+0	22	3.832275e-4	1.079755e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-1083,chr14-127,chr14-142,chr14-1644,chr14-1645,chr14-181,chr14-2013,chr14-251,chr14-324,chr14-338,chr14-34,chr14-352,chr14-353,chr14-378,chr14-396,chr14-397,chr14-462,chr14-501,chr14-556,chr14-743,chr14-798,chr14-799	FOXN3
Ensembl Genes	13551	GP9	112	2.413450e-5	4.531735e-1	4.046192e-3	8.541348e+0	8.195427e-1	7	4.022296e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1235,chr3-150,chr3-281,chr3-391,chr3-507,chr3-541,chr3-972	GP9
Ensembl Genes	739	JUN	113	2.421061e-5	4.546026e-1	4.023032e-3	3.685040e+0	4.070512e+0	15	1.997797e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1029,chr1-1074,chr1-1232,chr1-1233,chr1-1516,chr1-1600,chr1-1707,chr1-1708,chr1-2798,chr1-449,chr1-55,chr1-687,chr1-826,chr1-864,chr1-923	JUN
Ensembl Genes	7413	FBXO31	114	2.445024e-5	4.591022e-1	4.027212e-3	3.206970e+0	5.612774e+0	18	2.754736e-4	8.834356e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-126,chr16-1297,chr16-1373,chr16-1374,chr16-1375,chr16-1472,chr16-1590,chr16-2077,chr16-2078,chr16-386,chr16-522,chr16-536,chr16-582,chr16-722,chr16-76,chr16-774,chr16-991,chr16-992	FBXO31
Ensembl Genes	12914	HDAC11	115	2.499370e-5	4.693067e-1	4.080928e-3	8.493977e+0	8.241134e-1	7	4.044728e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1094,chr3-137,chr3-1775,chr3-217,chr3-266,chr3-675,chr3-773	HDAC11
Ensembl Genes	5041	AACS	116	2.591046e-5	4.865207e-1	4.194144e-3	4.851351e+0	2.267409e+0	11	1.112839e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1178,chr12-1271,chr12-285,chr12-305,chr12-520,chr12-585,chr12-620,chr12-675,chr12-69,chr12-752,chr12-835	AACS
Ensembl Genes	2839	ASCL2	117	2.688310e-5	5.047840e-1	4.314393e-3	8.396040e+0	8.337264e-1	7	4.091908e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-1425,chr11-1426,chr11-415,chr11-463,chr11-486,chr11-518,chr11-864	ASCL2
